,kaipan_price,kaipan_money
sz002956,58.07,530000.0
sz300090,2.01,10210000.0
sz300364,4.7,7670000.0
sz002668,5.19,14680000.0
sh600769,5.67,610000.0
sz300301,6.26,46710000.0
sz300278,5.41,5240000.0
sz300291,5.9,1210000.0
sz000408,7.7,10280000.0
sz002689,4.76,9310000.0
sh603055,8.45,9700000.0
sz300356,7.0,15590000.0
sz002464,8.98,17800000.0
sh601200,12.5,45630000.0
sh600422,12.77,376360000.0
sz002057,12.29,44980000.0
sz300081,13.0,3870000.0
sh601038,8.91,57080000.0
sz002536,6.75,4770000.0
sz300719,12.0,3920000.0
sh603189,16.72,6230000.0
sh601330,11.81,60420000.0
sh603936,12.89,2430000.0
sz300427,18.1,3320000.0
sz002923,22.74,24460000.0
sh600818,12.56,910000.0
sz002945,15.61,46960000.0
sz300779,43.88,20250000.0
sz002952,38.24,25520000.0
sh603501,48.8,3330000.0
sh603327,28.75,24990000.0
sz300245,11.65,5440000.0
sz300777,42.0,31330000.0
sz300657,22.0,2590000.0
sz300781,47.5,21880000.0
sh603906,12.18,1530000.0
sh603665,26.07,590000.0
sh603258,31.0,34690000.0
sh600609,4.66,10660000.0
sz300560,23.5,27880000.0
sz300385,22.8,3950000.0
sz300023,6.26,3220000.0
sz002645,8.83,17890000.0
sh603583,35.9,9330000.0
sz300775,33.5,19020000.0
sz300615,27.7,29890000.0
sz300663,29.05,52840000.0
sz300782,61.49,200000.0
sz002938,27.83,2940000.0
sz300773,58.42,24030000.0
sh600171,14.83,26580000.0
sh603006,14.62,6490000.0
sz300518,27.9,3490000.0
sz002949,26.16,8780000.0
sh600749,11.29,1080000.0
sz002107,10.5,17480000.0
sz300623,21.45,5780000.0
sh603499,21.8,1900000.0
sz300460,9.84,3630000.0
sh603192,28.5,1710000.0
sz300327,23.66,2270000.0
sz300025,6.67,16700000.0
sz300352,6.6,26860000.0
sh603915,21.81,5170000.0
sh600572,6.58,30080000.0
sz002868,19.6,560000.0
sz000862,6.91,6930000.0
sz300561,17.1,25860000.0
sh603686,18.18,18760000.0
sh600980,19.35,14130000.0
sz300604,20.45,39710000.0
sz300405,9.01,16680000.0
sh603315,12.59,2820000.0
sz002552,7.88,2520000.0
sz002036,11.17,2820000.0
sh601858,13.1,7150000.0
sz002199,13.5,3430000.0
sz300087,10.28,6670000.0
sh600509,5.8,28820000.0
sh600540,5.63,5280000.0
sz000035,5.31,3830000.0
sz300202,7.32,4460000.0
sz002103,4.93,4790000.0
sh600217,6.98,7540000.0
sz002247,3.76,13700000.0
sh600156,5.22,5860000.0
sz002663,3.42,28500000.0
sh600017,3.23,8510000.0
sz002285,4.63,6040000.0
sz000037,13.1,780000.0
sz002876,34.79,520000.0
sh603128,8.6,4880000.0
sz300735,16.79,1970000.0
sh600146,13.69,2100000.0
sz002235,8.09,6240000.0
sz300332,5.0,6260000.0
sz300567,48.69,4850000.0
sz002309,7.12,2510000.0
sz002384,14.36,7350000.0
sz300232,8.92,3000000.0
sz002698,8.77,290000.0
sz000811,8.9,1360000.0
sz002475,22.8,9360000.0
sz300190,7.2,7070000.0
sh603338,52.41,190000.0
sz300471,10.33,7860000.0
sz300499,15.89,80000.0
sh603177,11.05,1480000.0
sz000681,17.91,1360000.0
sz300573,49.18,1370000.0
sh603186,27.98,3000000.0
sz300183,15.14,1120000.0
sh603519,15.37,370000.0
sz300257,10.7,410000.0
sz300780,33.5,6150000.0
sz300384,18.51,3010000.0
sh600592,11.4,130000.0
sh601881,11.45,33510000.0
sh603318,20.8,160000.0
sh603160,118.69,500000.0
sh603099,10.53,3110000.0
sh603383,70.72,9480000.0
sz002236,13.8,4780000.0
sz300672,51.1,5040000.0
sz300559,21.23,200000.0
sh603607,21.25,1200000.0
sz002241,8.12,2940000.0
sh601615,10.88,8800000.0
sz000673,3.98,2780000.0
sh603533,15.35,1940000.0
sz300309,6.83,1590000.0
sz002566,7.25,1690000.0
sh603986,80.39,2110000.0
sh600326,7.71,2410000.0
sz002415,26.65,38590000.0
sh600018,6.73,1870000.0
sz002916,87.53,2460000.0
sz002273,11.56,360000.0
sh600789,6.65,3470000.0
sz000416,5.25,3460000.0
sh603890,11.33,560000.0
sz002579,9.68,870000.0
sz002705,10.15,4070000.0
sz000967,6.99,1230000.0
sz002261,6.07,3490000.0
sz002019,11.85,620000.0
sz300772,15.78,2920000.0
sz300331,20.19,90000.0
sh601966,16.44,180000.0
sh603267,46.39,5490000.0
sh603378,13.91,310000.0
sz002301,10.83,105051.0
sz300516,24.0,460000.0
sz000695,8.78,180000.0
sh600115,6.06,1740000.0
sz300152,4.62,3280000.0
sz000668,16.5,530000.0
sz000913,11.39,4950000.0
sz300496,28.04,760000.0
sz002138,16.65,1100000.0
sh603648,10.42,300000.0
sz300651,49.03,170000.0
sz300184,8.7,7490000.0
sz000835,4.5,1010000.0
sz300770,90.5,2320000.0
sz300638,48.18,1250000.0
sz300123,8.35,3390000.0
sh600238,7.88,460000.0
sz300408,18.75,140000.0
sz002953,27.78,9560000.0
sh600701,2.29,590000.0
sz300012,9.62,380000.0
sh603739,28.2,2290000.0
sh601606,15.28,2350000.0
sh603200,25.76,150000.0
sh600251,7.06,1170000.0
sz300396,15.97,60000.0
sh603982,25.25,5880000.0
sh600708,5.1,350000.0
sz300540,17.49,520000.0
sz300376,4.98,140000.0
sz000966,5.63,330000.0
sz300008,3.35,1620000.0
sh600148,15.75,620000.0
sz002530,9.4,940000.0
sh600372,14.58,740000.0
sz300628,94.03,210000.0
sh603356,12.54,110000.0
sh600523,14.33,50000.0
sz300536,8.7,2340000.0
sz000950,5.61,610000.0
sz300751,115.57,360000.0
sz002946,15.11,440000.0
sz300262,6.5,130000.0
sh603726,13.13,270000.0
sz300612,20.4,1390000.0
sz300108,5.7,310000.0
sz002808,13.78,200000.0
sh601949,6.07,2060000.0
sh600506,13.55,460000.0
sh603320,18.5,720000.0
sz300482,39.67,80000.0
sh603707,32.35,100000.0
sh603183,12.8,4070000.0
sz300776,123.5,1160000.0
sz002674,13.98,80000.0
sz300366,10.77,5910000.0
sh601111,9.23,2390000.0
sh603078,24.6,250000.0
sz002099,7.16,1390000.0
sz300581,14.9,330000.0
sz002120,30.76,840000.0
sh600866,5.11,190000.0
sh601688,20.5,23560000.0
sz300688,37.4,120000.0
sh603599,14.93,190000.0
sz002168,9.33,360000.0
sz000998,15.85,4160000.0
sz002667,7.3,100000.0
sh603106,9.14,930000.0
sz002174,17.97,2280000.0
sh600754,24.4,230000.0
sz300383,16.58,1270000.0
sz300679,26.1,700000.0
sh600593,35.97,360000.0
sh600896,5.02,110000.0
sh600206,12.7,8320000.0
sh601231,11.91,180000.0
sz300476,10.76,90000.0
sz002805,13.46,510000.0
sh603881,31.02,80000.0
sz300172,5.68,1520000.0
sz300146,18.13,1430000.0
sz300370,3.93,940000.0
sh600885,23.6,130000.0
sz300748,62.01,15150000.0
sh601008,4.68,930000.0
sh600365,4.72,210000.0
sz300308,33.02,1290000.0
sz002023,12.7,730000.0
sh603386,15.9,890000.0
sz002793,15.52,230000.0
sz002191,11.53,2870000.0
sh603050,12.0,3010000.0
sz000159,7.96,2940000.0
sh603045,18.43,2140000.0
sh600860,6.69,130000.0
sz002196,6.75,2250000.0
sh600667,7.62,2020000.0
sz300738,26.0,340000.0
sh603603,14.1,210000.0
sz002648,13.93,1470000.0
sh603158,17.05,1670000.0
sz002402,8.85,350000.0
sz002223,24.08,180000.0
sh603833,108.3,280000.0
sh600460,16.28,6600000.0
sz300446,21.45,1190000.0
sh603108,9.19,40000.0
