,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.08,708.0,0.0,0.0,0.0,0.0,7.141648879402347
sz300139,13.52,1256008.0,0.0,0.0,0.0,0.0,13.646270784177654
sh600728,8.82,414540.0,0.0,0.0,0.0,0.0,8.820758585406407
sz300294,35.19,45747.0,0.0,0.0,0.0,0.0,34.94499404563426
sh601658,4.69,1648535.0,0.0,0.0,0.0,0.0,4.7137761864927334
sz300801,25.88,199276.0,0.0,0.0,0.0,0.0,26.92869819069819
sh600543,7.45,4277790.0,36.7,0.30921558,0.37584845,0.11028139,8.00686096028191
sz002041,16.16,281184.0,0.0,0.0,0.0,0.0,16.370521343495522
sh600337,5.08,2738628.0,0.0,0.0,0.0,0.0,4.938700713064489
sz300236,55.08,1463916.0,0.0,0.0,0.0,0.0,54.24177100462238
sz002473,0.0,0.0,0.0,0.0,0.0,0.0,6.221947989405249
sz300873,55.8,1974092.0,0.0,0.0,0.0,0.0,55.469265483047316
sz002748,6.86,19208.0,0.0,0.0,0.0,0.0,6.91702088289717
sz002087,4.0,7381200.0,0.0,0.0,0.0,0.0,4.0435582071499425
sz002112,10.2,382500.0,0.0,0.0,0.0,0.0,9.99173084408363
sz002420,4.51,146575.0,0.0,0.0,0.0,0.0,4.438211107502435
sz002830,12.03,61353.0,0.0,0.0,0.0,0.0,12.142558032636176
sh603666,84.99,169980.0,0.0,0.0,0.0,0.0,84.10588134803541
sz002236,23.03,3445058.0,0.0,0.0,0.0,0.0,22.860903532119995
sh600161,34.5,2311500.0,0.0,0.0,0.0,0.0,35.267118511696445
sh600458,7.57,352005.0,0.0,0.0,0.0,0.0,7.696025227900711
sz002282,11.4,79800.0,0.0,0.0,0.0,0.0,11.104793264919797
sz002479,7.14,171360.0,0.0,0.0,0.0,0.0,7.250345087795676
sh603515,30.82,410954.0,0.0,0.0,0.0,0.0,31.25268264316102
sh600847,9.96,83664.0,0.0,0.0,0.0,0.0,10.101614475321444
sz002059,4.85,16490.0,0.0,0.0,0.0,0.0,4.8927867957986635
sh600623,5.99,1212376.0,0.3,0.08947238,0.0,0.0,6.292747918882357
sh603355,36.56,1648052.0,0.0,0.0,0.0,0.0,36.45394665109035
sz002128,10.61,1586195.0,0.0,0.0,0.0,0.0,11.109395961334213
sh600706,7.56,108108.0,0.0,0.0,0.0,0.0,7.548915163848151
sh603131,22.29,254106.0,0.0,0.0,0.0,0.0,21.99991782659735
sz002760,20.21,66693.0,0.0,0.0,0.0,0.0,20.891084345279232
sz300260,22.14,128412.0,0.0,0.0,0.0,0.0,21.713619274851713
sz002522,6.8,121040.0,0.0,0.0,0.0,0.0,7.1861348199410475
sh603823,15.2,275120.0,0.0,0.0,0.0,0.0,15.729394211795658
sz300130,13.52,258232.0,0.0,0.0,0.0,0.0,13.50718600831494
sz002645,8.39,151020.0,0.0,0.0,0.0,0.0,8.470761944917104
sz000633,4.38,3824616.0,0.0,0.0,0.0,0.0,4.5222198868562336
sh603676,10.44,14616.0,0.0,0.0,0.0,0.0,10.485852530025596
sz002853,24.29,201607.0,0.0,0.0,0.0,0.0,23.9568
sz002700,4.18,117458.0,0.0,0.0,0.0,0.0,4.105052087908227
sz300826,0.0,0.0,0.0,0.0,0.0,0.0,38.58097840886987
sz300719,19.59,1412439.0,0.0,0.0,0.0,0.0,19.318651457078545
sz300105,5.03,11066.0,0.0,0.0,0.0,0.0,4.904820393050413
sz300404,13.0,205400.0,0.0,0.0,0.0,0.0,12.82516218509333
sh600081,11.69,165998.0,0.0,0.0,0.0,0.0,11.87006737549378
sz002908,13.65,151515.0,0.0,0.0,0.0,0.0,13.722552995996589
sz300632,22.37,156590.0,0.0,0.0,0.0,0.0,22.599491585697404
sh601882,11.86,42696.0,0.0,0.0,0.0,0.0,11.8348545379196
sz000848,7.28,339976.0,0.0,0.0,0.0,0.0,7.2833121403061805
sh603569,8.69,28677.0,0.0,0.0,0.0,0.0,8.743980711144083
sz002166,8.17,17157.0,0.0,0.0,0.0,0.0,8.214239539855441
sz002017,10.88,127296.0,0.0,0.0,0.0,0.0,10.77281690140845
sz002089,2.23,103918.0,0.0,0.0,0.0,0.0,2.283508674032464
sh600152,6.28,126856.0,0.0,0.0,0.0,0.0,6.381131799926981
sz300050,6.68,209084.0,0.0,0.0,0.0,0.0,6.474814196242172
sz300367,3.66,340746.0,0.0,0.0,0.0,0.0,3.6889195354464817
sh600252,3.22,1204602.0,0.0,0.0,0.0,0.0,3.247607311280162
sh603256,10.8,724680.0,0.0,0.0,0.0,0.0,10.888330914539898
sz300527,11.14,1102860.0,0.0,0.0,0.0,0.0,11.129868158902305
