,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,26.06,109452.0,0.0,0.0,0.0
sz300240,8.6,597700.0,0.0,0.0,0.0
sz000893,8.35,231295.0,0.0,0.0,0.0
sh600185,5.16,146544.0,0.0,0.0,0.0
sz002468,23.27,400244.0,0.0,0.0,0.0
sh601225,8.88,1390608.0,0.0,0.0,0.0
sz000966,5.55,728160.0,0.0,0.0,0.0
sz002424,11.31,761163.0,0.0,0.0,0.0
sz002305,3.31,1189945.0,0.0,0.0,0.0
sh600157,2.21,4201210.0,0.0,0.0,0.0
sh603918,13.86,2772.0,0.0,0.0,0.0
sz300701,36.05,133385.0,0.0,0.0,0.0
sz000403,28.57,5714.0,0.0,0.0,0.0
sz300717,16.35,37605.0,0.0,0.0,0.0
sh600536,55.5,4756350.0,0.0,0.0,0.0
sh603477,8.3,141100.0,0.0,0.0,0.0
sz000996,15.9,1564560.0,0.0,0.0,0.0
sz002524,6.0,930000.0,0.0,0.0,0.0
sh600896,5.82,39576.0,0.0,0.0,0.0
sz002606,6.78,71868.0,0.0,0.0,0.0
sh600487,21.22,5586271.0,0.0,0.0,0.0
sz300094,6.47,1178187.0,0.0,0.0,0.0
sz000766,10.0,1707000.0,0.0,0.0,0.0
sz002791,16.63,182098.0,0.0,0.0,0.0
sh600313,2.94,948150.0,0.0,0.0,0.0
sh600186,0,0,0,0,0
sh600196,28.52,4266592.0,0.0,0.0,0.0
sh600137,15.36,82944.0,0.0,0.0,0.0
sz000528,7.7,819203.0,0.0,0.0,0.0
sh600612,43.68,183456.0,0.0,0.0,0.0
sh600814,5.9,113280.0,0.0,0.0,0.0
sz000639,9.27,144612.0,0.0,0.0,0.0
sz002845,18.4,410320.0,0.0,0.0,0.0
sh603818,8.19,63882.0,0.0,0.0,0.0
sh600520,13.6,6800.0,0.0,0.0,0.0
sz002680,0,0,0,0,0
sz000564,3.42,455202.0,0.0,0.0,0.0
sh601969,5.64,421308.0,0.0,0.0,0.0
sh603518,16.93,38939.0,0.0,0.0,0.0
sz002877,16.4,83640.0,0.0,0.0,0.0
sz002299,27.28,7823904.0,0.0,0.0,0.0
sz000998,14.18,982674.0,0.0,0.0,0.0
sz300347,64.7,1190480.0,0.0,0.0,0.0
sh600826,12.58,381174.0,0.0,0.0,0.0
sh601633,9.7,887550.0,0.0,0.0,0.0
sh603900,14.26,112654.0,0.0,0.0,0.0
sz300508,33.67,1835688.0,0.0,0.0,0.0
sz300384,17.52,881256.0,0.0,0.0,0.0
sz002640,11.77,838024.0,0.0,0.0,0.0
sz002415,31.8,25272319.0,0.0,0.0,0.0
sh600645,20.5,473550.0,0.0,0.0,0.0
sz002469,4.68,704808.0,0.0,0.0,0.0
sz002827,16.4,90200.0,0.0,0.0,0.0
sz300636,20.15,2015.0,0.0,0.0,0.0
sz000890,7.62,3005343.0,0.0,0.0,0.0
sh603026,36.37,687393.0,0.0,0.0,0.0
sh600539,7.4,56240.0,0.0,0.0,0.0
sz000925,7.54,73892.0,0.0,0.0,0.0
sz002459,12.78,443466.0,0.0,0.0,0.0
sh603388,12.58,294372.0,0.0,0.0,0.0
sz300221,7.96,632820.0,0.0,0.0,0.0
sz000970,10.82,1899992.0,0.0,0.0,0.0
sz002775,7.74,129258.0,0.0,0.0,0.0
sz300463,21.19,273351.0,0.0,0.0,0.0
sh603110,13.82,299894.0,0.0,0.0,0.0
sz000089,8.9,748490.0,0.0,0.0,0.0
sh603116,8.45,586430.0,0.0,0.0,0.0
sh603500,13.48,595816.0,0.0,0.0,0.0
sh600854,4.68,113724.0,0.0,0.0,0.0
sh600009,67.4,2257900.0,0.0,0.0,0.0
sz000936,9.18,1018062.0,0.0,0.0,0.0
sz300243,10.12,133584.0,0.0,0.0,0.0
sh600962,10.02,425850.0,0.0,0.0,0.0
sh600893,24.86,1086382.0,0.0,0.0,0.0
sh603556,14.72,69184.0,0.0,0.0,0.0
sz300545,29.8,798640.0,0.0,0.0,0.0
sz002037,8.93,288439.0,0.0,0.0,0.0
sh603021,6.9,40710.0,0.0,0.0,0.0
sh600619,9.89,313513.0,0.0,0.0,0.0
sh600096,7.5,978750.0,0.0,0.0,0.0
sz002537,10.65,216195.0,0.0,0.0,0.0
sh600059,7.98,180348.0,0.0,0.0,0.0
sz000957,9.08,20202092.0,0.0,0.0,0.0
sh600217,6.76,114920.0,0.0,0.0,0.0
sh600023,4.76,425068.0,0.0,0.0,0.0
sz300543,18.6,104160.0,0.0,0.0,0.0
sh600222,5.56,673316.0,0.0,0.0,0.0
sz300627,21.1,354480.0,0.0,0.0,0.0
sh603933,20.0,74000.0,0.0,0.0,0.0
sh601222,5.46,874692.0,0.0,0.0,0.0
sh603028,9.99,78921.0,0.0,0.0,0.0
sh600083,17.35,2147930.0,0.0,0.0,0.0
sz300392,9.18,212976.0,0.0,0.0,0.0
sz002732,17.59,17590.0,0.0,0.0,0.0
sh601330,13.36,1007344.0,0.0,0.0,0.0
sz002905,19.7,533870.0,0.0,0.0,0.0
sz002750,16.81,1607036.0,0.0,0.0,0.0
sz300641,5.88,17640.0,0.0,0.0,0.0
sz300393,18.73,76793.0,0.0,0.0,0.0
sh603977,7.95,111300.0,0.0,0.0,0.0
sz300521,11.23,61765.0,0.0,0.0,0.0
sh601966,17.21,273639.0,0.0,0.0,0.0
sh600668,16.0,4628800.0,0.0,0.0,0.0
sh601015,6.28,3288208.0,0.0,0.0,0.0
sz300012,9.12,297312.0,0.0,0.0,0.0
sh601398,5.71,8158448.0,0.0,0.0,0.0
sz300583,34.92,13968.0,0.0,0.0,0.0
sz002056,7.15,636350.0,0.0,0.0,0.0
sz002499,8.36,25916.0,0.0,0.0,0.0
sz000628,10.85,272335.0,0.0,0.0,0.0
sz300026,3.45,75555.0,0.0,0.0,0.0
sh600302,5.74,56826.0,0.0,0.0,0.0
sh603035,13.6,87040.0,0.0,0.0,0.0
sz300578,25.06,689150.0,0.0,0.0,0.0
sz000895,26.55,2835540.0,0.0,0.0,0.0
sz300481,16.22,934272.0,0.0,0.0,0.0
sh600891,3.18,452196.0,0.0,0.0,0.0
sz300626,0,0,0,0,0
sz000703,15.0,927000.0,0.0,0.0,0.0
sz300596,0,0,0,0,0
sh603399,13.18,1242874.0,0.0,0.0,0.0
sz000090,7.13,163277.0,0.0,0.0,0.0
sh600136,13.6,1963840.0,0.0,0.0,0.0
sh603196,9.42,27318.0,0.0,0.0,0.0
sz300676,67.84,1777408.0,0.0,0.0,0.0
sz002687,6.81,96021.0,0.0,0.0,0.0
sz300122,44.7,2235000.0,0.0,0.0,0.0
sh603803,12.7,675640.0,0.0,0.0,0.0
sh600240,2.7,8173675.0,0.0,0.0,0.0
sh601949,6.63,839358.0,0.45,1.41244141,0.56951186
sh601333,3.43,617057.0,0.0,0.0,0.0
sh600868,4.5,31621950.0,0.0,0.0,0.0
